username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;language
;2018-06-18 17:26;0;0;"Вратарь Кореи такоооооой милый я не могу. # FIFA2018";;;#;"1008687483406766080";https://twitter.com/besShamesuka/status/1008687483406766080;ru
;2018-06-18 17:26;1;42;"150+ Crores just in 3 Days Woooo.. Congratz Race 3 Team & Fans! . # JacquelineFernandez # SalmanKhan # Race3 # AnilKapoor # DaisyShah # India # SriLanka # PartyChaleOn # Heeriye # selfish # IFoundLove # WorldCup # Bollywood # FIFA2018 # BollywoodNews # Race3BiggestWeekend2018 # DanceDeewanepic.twitter.com/2vkEOetsM4";;;# # # # # # # # # # # # # # # # #;"1008687294453186561";https://twitter.com/Ruzi_Gunarathna/status/1008687294453186561;en
;2018-06-18 17:25;0;0;"good project ICO # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussihttps://twitter.com/betonchart/status/1003567421972795394 …";;;# # # # # # # #;"1008687083978940417";https://twitter.com/mav_ketan/status/1008687083978940417;en
;2018-06-18 17:23;0;0;"Como só não ficou claro aos olhos da FIFA é bom o Brasil abrir os olhos nos próximos jogos. # CopaDoMundo2018 # Copa2018 # FifaWorldCup2018 # FIFA2018 pic.twitter.com/xp2GJpDYoA";;;# # # #;"1008686731783278593";https://twitter.com/marinhos/status/1008686731783278593;pt
;2018-06-18 17:22;0;0;"Good save, Goalie J. Hyeon Woo! # fifaworldcup2018 # fifa2018";;;# #;"1008686421333499904";https://twitter.com/ginnygae/status/1008686421333499904;en
;2018-06-18 17:22;2;6;"1. Brazil 2. Uruguay 3. France 4. Russia # ContestAlert # PlayWithFRU2go # FIFA # FIFA2018 Join Guys @ chandra_mani38 @ NANDYRICHIK7 @ blessedkamal @ TheManish29 @ prashantDocean @ witty_vishal @ rising_emperor @ sd12dec @ sapiobhuvi @ alokg_81 @ bold_kitten";;@ @ @ @ @ @ @ @ @ @ @;# # # #;"1008686301267152896";https://twitter.com/Sanjiv_34/status/1008686301267152896;en
;2018-06-18 17:21;2;8;"This takes a total different meaning when you HAVE to grab sticks to play... :D # BandProbz RT @ KokomoCoke: Anybody wanna grab the sticks and play # FIFA2018 # PS4 # LocalRefreshpic.twitter.com/BSiWHnSBEB";;@;# # # #;"1008686093234065410";https://twitter.com/TigerPrideBand/status/1008686093234065410;en
;2018-06-18 17:21;0;0;"Golden chance to complete your # BTECH | # MTECH | # BA | # MA | # BCA | # MCA | # MBA | # BSc | # MSc | # PhD | # Diploma | # MPhil | # BCOM | # MCOM | # BEd | # Certification | Journals - any degree/diploma with one sitting option # education # learn # study # FIFA2018 # BRASWI # FifaWorldCup2018pic.twitter.com/OWJNGwijQx";;;# # # # # # # # # # # # # # # # # # # # # #;"1008686086170832896";https://twitter.com/bestcollegededu/status/1008686086170832896;en
;2018-06-18 17:21;0;0;"Уже завтра сборная России сыграет со сборной Египта на # FIFA2018. Не смотря на то, что сборная Египта угрожает нам Салахом, выдра Гарик в Сочи предсказывает нашей сборной победу – ждём!";;;#;"1008686028520067077";https://twitter.com/RcgLeshiy/status/1008686028520067077;ru
;2018-06-18 17:20;0;1;"World Cup: Moscow proves a surprise to travelling fans https://www.irishtimes.com/sport/soccer/international/world-cup-moscow-proves-a-surprise-to-travelling-fans-1.3532434#.WyejlHAbU8c.twitter … via @ IrishTimesSport # Moskova # Venäjä # FIFA2018";;@;# # # #;"1008686005631799297";https://twitter.com/EmbFinMoscow/status/1008686005631799297;en
;2018-06-18 17:20;1;6;"Главная пока сенсация на ЧМ2018 — поражение сборной Германии от Мексики — побудила нас взять интервью о футболе у тренера российской лыжной сборной Маркуса Крамера # ГерманияМексика # Крамер # Ф2018 # FIFA2018 https://teamrussia.pro/news/olimpijtsy-o-futbole/markus-kramer-nemetskim-bolelshhikam-ochen-nravitsya-v-rossii/ …";;;# # # #;"1008685870436765696";https://twitter.com/Olympic_Russia/status/1008685870436765696;ru
;2018-06-18 17:20;0;0;"Maybe if # FIFA2018 did this, # GER , # ARG and # BRA wouldn’t have flopped.https://twitter.com/jenniepics/status/1008685247725072384 …";;;# # # #;"1008685825876299777";https://twitter.com/IanwithoutL/status/1008685825876299777;en
;2018-06-18 17:20;0;3;"மெஸ்சியிடம் ஆட்டோகிராப் வாங்க தனது சைக்கிளுடன் ரஷியா சென்ற கேரள வாலிபர் # FIFA2018 # ClifinFrancishttps://www.maalaimalar.com/News/TopNews/2018/06/18172607/1170972/Keralite-cycled-to-Russia-to-watch-World-Cup.vpf …";;;# #;"1008685807014572032";https://twitter.com/maalaimalar/status/1008685807014572032;ta
;2018-06-18 17:20;0;0;"Recomendaciones para los mexicanos que pronto van a viajar a # Rusia2018 # CopaMundial # FIFA2018 @ consulmexDET.pic.twitter.com/vDuvJI1Gzh";;@;# # #;"1008685798546386944";https://twitter.com/consulmexDET/status/1008685798546386944;es
;2018-06-18 17:20;0;0;"Good luck # Korea but # Sweden is # Love. # FIFA2018";;;# # # #;"1008685770880765952";https://twitter.com/Saqib_aali_khan/status/1008685770880765952;en
;2018-06-18 17:16;0;0;"@ BetOnChart # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1003567421972795394 …";;@;# # # # # # # #;"1008684912780558336";https://twitter.com/Bikam123/status/1008684912780558336;en
;2018-06-18 17:15;0;1;"¿Quién está dominando el partido en el minuto 15′ ? # CopaMundial # FIFA2018 pic.twitter.com/rFnnDfcIDO";;;# #;"1008684742902996992";https://twitter.com/cokepuertorico/status/1008684742902996992;es
;2018-06-18 17:15;1;1;"Free Live Streaming Football Sweden - South Korea / 2018 World Cup / Group F http://bit.ly/2FqqRhf Select Football from the widget and watch live FIFA MATCHES # FIFAWorldCup # FifaWorldCup2018 # FifaWorldCup18 # FIFA2018 # Sweden # Koreapic.twitter.com/DrURlxJqGw";;;# # # # # #;"1008684575810342912";https://twitter.com/NishatAndrew/status/1008684575810342912;en
;2018-06-18 17:15;0;0;"今晚，我們都是Swedish!!!!! # fifa2018 #世足夜#瑞典加油";;;# #世足夜 #瑞典加油;"1008684535683342339";https://twitter.com/Frank96/status/1008684535683342339;cy
;2018-06-18 17:15;0;1;"06月18日 21:15 FIFA2018ワールドカップ ロシア コロンビア×日本 6月19日21時〜皆んなで熱く日本代表を応援しよう。席まだあります予… http://r.gnavi.co.jp/rc60yr8f0000/map/ …pic.twitter.com/4iJNsIbL7r";;;;"1008684513809928193";https://twitter.com/carp56726566/status/1008684513809928193;ja
;2018-06-18 17:15;0;0;"Hey Guys! Check out our new video with updates of Day 3 & 4 of the FIFA WORLD CUP! MESSI MISSED PENALTY | FIFA WORLD CUP 2018 | DAY 3 & 4 | KIDZ: http://youtu.be/-5AHiOiH1us via @ YouTube # fifa2018 # worldcup2018 # worldcupupdates";;@;# # #;"1008684504225968128";https://twitter.com/te_television/status/1008684504225968128;en
;2018-06-18 17:14;0;0;"# Sweden were responsible for dislodging Italy from the World Cup. What’ll happen today? # Fifa2018 # FifaRussia2018 # FifaWorldCup2018 # SweVsKor # SweKor";;;# # # # # #;"1008684313712345093";https://twitter.com/cattituderocks/status/1008684313712345093;en
;2018-06-18 17:14;0;2;"Trying to contain my excitement about # Mexico, hopefully optimistic about # CostaRica. And staying focused on the stuff that actually matters and things that pay the bills. # Fifa2018 (2/2)";;;# # #;"1008684277628854272";https://twitter.com/martinperna/status/1008684277628854272;en
;2018-06-18 17:13;0;0;"# VAR # FIFA2018 # Switzerland # shame pic.twitter.com/au4phwVhDf";;;# # # #;"1008684175321456640";https://twitter.com/felipeETneri/status/1008684175321456640;en
;2018-06-18 17:13;0;2;"The World Cup is so intoxicating. There is the thrill of the game itself, plus all the other layers of human drama that ultimately matter far more than who wins or loses. # Fifa2018 1/2";;;#;"1008684116890529799";https://twitter.com/martinperna/status/1008684116890529799;en
;2018-06-18 17:12;0;0;"¡No puede ser! Tarjeta amarilla para Shin Wook Kim de Corea del Sur # CopaMundial # FIFA2018 pic.twitter.com/7dVhyEDxMK";;;# #;"1008683959406952448";https://twitter.com/cokepuertorico/status/1008683959406952448;en
;2018-06-18 17:12;0;0;"The file password?";;;;"1008683903387885568";https://twitter.com/Mbuyie80453922/status/1008683903387885568;en
;2018-06-18 17:12;0;0;"@ LaGrande993 ahora es en el cel con el Fifa2018 nada que tu consola ni que mada Slds. @ ELPUMPUMDLM";;@ @;;"1008683870353526785";https://twitter.com/pasamoci/status/1008683870353526785;es
;2018-06-18 17:12;0;0;"Gick upp 4:55 för att se en fotbollsmatch för första gången på mer än 2 år. 10 minuter in i matchen ångrar jag redan det beslutet. # FIFA2018";;;#;"1008683806964903937";https://twitter.com/hellmart/status/1008683806964903937;sv
;2018-06-18 17:12;0;0;"# England expects as dark horses # Belgium launch World Cup campaign https://goo.gl/fb/kiAM6j # fifa2018 # football";;;# # # #;"1008683759317798912";https://twitter.com/latestbreaking1/status/1008683759317798912;en
;2018-06-18 17:12;0;0;"All across the land people are discovering you really cannot multitask between work and watching The Match # swe # fifa2018";;;# #;"1008683755681263616";https://twitter.com/gerikson/status/1008683755681263616;en
;2018-06-18 17:11;0;0;"# betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://mobile.twitter.com/betonchart/status/1003567421972795394 …";;;# # # # # # # #;"1008683503049846785";https://twitter.com/PhuongN44601276/status/1008683503049846785;en
;2018-06-18 17:10;0;0;"Sweden vs South Korea Live Free LINK >> https://tinyurl.com/y8qrwwj3 # TeleFootball # sweden # swedense # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018pic.twitter.com/yIwIswVnVv";;;# # # # # # # # # # # # #;"1008683462360948739";https://twitter.com/fifawaorldcup24/status/1008683462360948739;en
;2018-06-18 17:09;4;5;"raised our flag at # fifa2018 , an experience of a lifetime # brasui # iammalaysian # sayaanakmalaysia # brazil # switzerland # FifaWorldCup2018pic.twitter.com/lHou5vJbI6";;;# # # # # # #;"1008683180495425536";https://twitter.com/ceelineann/status/1008683180495425536;en
;2018-06-18 17:09;0;1;"Пусть Корея выиграет # Korea # FIFA2018 # fifarussiapic.twitter.com/vZyN2oQ4h7";;;# # #;"1008683171918032897";https://twitter.com/eni__jung/status/1008683171918032897;en
;2018-06-18 17:07;0;0;"WK Voetbal 2018 Sverige Sydkorea på nettet Live TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682681855430656";https://twitter.com/fifawaorldcup24/status/1008682681855430656;en
;2018-06-18 17:07;0;0;"Sverige vs Sydkorea på nett Live Stream TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682601970692096";https://twitter.com/fifawaorldcup24/status/1008682601970692096;en
;2018-06-18 17:07;0;0;"Sverige Sydkorea på nett TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682554403110912";https://twitter.com/fifawaorldcup24/status/1008682554403110912;en
;2018-06-18 17:06;0;0;"BetOnChart # Airdrop Get 16 CHART: 1. Join Telegram Group 2. Follow on Twitter & Tweet 3. Like on Facebook & Share 4. Follow on Instagram 5. Join Discord http://airdrop.betonchart.com # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussia";;;# # # # # # # # #;"1008682465832005632";https://twitter.com/AirdropAlertzz/status/1008682465832005632;en
;2018-06-18 17:06;0;0;"calcio 2018 in diretta TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682393090158592";https://twitter.com/fifawaorldcup24/status/1008682393090158592;en
;2018-06-18 17:06;0;2;"Lezzzzz go # FIFA2018";;;#;"1008682392414908416";https://twitter.com/zagementiza/status/1008682392414908416;it
;2018-06-18 17:06;0;0;"Sweden vs South Korea Live Streaming: https://www.worldhab.com/sweden-vs-south-korea-live-world-cup-2018/ … # SWE # KOR # Sweden # SouthKorea # Korea # SWEKOR # KORSWE # WorldCup # WorldCup18 # Rusia2018 # FifaWorldCup2018 # FIFA18WorldCup # FIFAWorldCup # FIFA2018 # WC18 # WC2018pic.twitter.com/PhfAmXuxPx";;;# # # # # # # # # # # # # # # #;"1008682369161629697";https://twitter.com/WORLD_HAB/status/1008682369161629697;en
;2018-06-18 17:06;0;0;"Svezia vs Corea del Sud Diretta Streaming TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682268901044224";https://twitter.com/fifawaorldcup24/status/1008682268901044224;en
;2018-06-18 17:05;0;0;"Svezia Corea del Sud in diretta TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682219789955073";https://twitter.com/fifawaorldcup24/status/1008682219789955073;en
;2018-06-18 17:05;0;0;"Suecia vs Corea del Sur Fútbol en vivo TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682140572135424";https://twitter.com/fifawaorldcup24/status/1008682140572135424;en
;2018-06-18 17:05;0;0;"Suecia vs Corea del Sur en vivo online TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682098842931207";https://twitter.com/fifawaorldcup24/status/1008682098842931207;en
;2018-06-18 17:05;0;0;"Suecia Corea del Sur en vivo TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008682041326485504";https://twitter.com/fifawaorldcup24/status/1008682041326485504;en
;2018-06-18 17:04;0;0;"Good project # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1003567421972795394 …";;;# # # # # # # #;"1008681960733007872";https://twitter.com/Quang10319981/status/1008681960733007872;en
;2018-06-18 17:04;0;0;"Coupe du monde de football de 2018 Suède Corée en direct TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681955871690752";https://twitter.com/fifawaorldcup24/status/1008681955871690752;en
;2018-06-18 17:04;0;0;"Suède Corée du Sud direct TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681906517434368";https://twitter.com/fifawaorldcup24/status/1008681906517434368;en
;2018-06-18 17:04;0;0;"Suède Corée du Sud en direct TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681844563308546";https://twitter.com/fifawaorldcup24/status/1008681844563308546;en
;2018-06-18 17:04;32;79;"# FIFA2018 # SouthKoreavsSweden Let’s go Korea! @ BTS_twtpic.twitter.com/y7Eq8zLogF";;@;# #;"1008681829279371264";https://twitter.com/Univers_Bangtan/status/1008681829279371264;en
;2018-06-18 17:02;0;0;"아자 아자 !! # FIFA2018 @ BTS_twt";;@;#;"1008681401787379712";https://twitter.com/7crystalbts_/status/1008681401787379712;en
;2018-06-18 17:02;0;0;"FIFAワールドカップ2018 ライブ TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681374822199296";https://twitter.com/fifawaorldcup24/status/1008681374822199296;en
;2018-06-18 17:02;0;0;"FIGHTING! # Fifa2018";;;#;"1008681364852441090";https://twitter.com/iamlastymom/status/1008681364852441090;cy
;2018-06-18 17:02;0;0;"スウェーデン韓国FIFA 2018ライブ TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681326663237632";https://twitter.com/fifawaorldcup24/status/1008681326663237632;en
;2018-06-18 17:02;0;0;"スウェーデン対韓国ライブストリーム TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681284778975232";https://twitter.com/fifawaorldcup24/status/1008681284778975232;en
;2018-06-18 17:02;0;0;"We will be showing the game live on our screens. Buy one @ Budweiser beer and get one free # FloridaNightClub # FIFAWorldcup # FIFA2018 # WorldCup # Belgium vs. # Panama pic.twitter.com/kVSGtLCAXP";;@;# # # # # #;"1008681265980231680";https://twitter.com/FloridaNairobi/status/1008681265980231680;en
;2018-06-18 17:01;0;0;"Sweden vs South Korea Live Online TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681162066153475";https://twitter.com/fifawaorldcup24/status/1008681162066153475;en
;2018-06-18 17:01;0;0;"Sweden vs South Korea Live Streaming TV Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681137814659073";https://twitter.com/fifawaorldcup24/status/1008681137814659073;en
;2018-06-18 17:01;0;1;"Sweden vs South Korea Live Stream tv Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008681096765046784";https://twitter.com/fifawaorldcup24/status/1008681096765046784;en
;2018-06-18 17:00;0;0;"Sverige Sydkorea live Stream direkt tv Link >> http://subgamebajj.blogspot.com/2018/06/fifa-stream.html … # fifaworldcup_ar # FIFAeWorldCup # WorldCup # WorldCup2018now # fifa2018cups # Fifaworldcup # fifa2018free # soccerworldcups # fifa2018 # RussiaWorldCup2018";;;# # # # # # # # # #;"1008680953667964933";https://twitter.com/fifawaorldcup24/status/1008680953667964933;en
;2018-06-18 17:00;2;4;"“Success is not final, failure is not fatal: it is the courage to continue that counts.” ~Winston S. Churchill # FelizLunes # MondayMotivation # FIFA2018 # Méxicopic.twitter.com/E42xHb3rf6";;;# # # #;"1008680909917351936";https://twitter.com/Fear1ess3/status/1008680909917351936;en
;2018-06-18 17:00;0;0;"¡Empezó esto! ¿A quién le vas? # CopaMundial # FIFA2018 pic.twitter.com/woZxi2G2SU";;;# #;"1008680906125709317";https://twitter.com/cokepuertorico/status/1008680906125709317;ca
;2018-06-18 17:00;3;7;""No journey is long when dreams are big and sky is the limit". Watch footballer @ PS7Official's inspirational journey right here. # DeunTaak by @ nikitholkar . # OutNow on @ TimesMusicHub @ YouTube channel http://bit.ly/2JUHatl # FIFA2018 | # FifaWorldCup2018 | # FIFApic.twitter.com/P2GDRP3L1M";;@ @ @ @;# # # # #;"1008680727960006656";https://twitter.com/TimesMusicHub/status/1008680727960006656;en
;2018-06-18 17:00;0;1;"Who will win in # Belgium vs # Panama ? Predict now at https://www.forecast.guru/forecast/260/ Stake your F.G Points and # win big. # PlayWithForecastGuru # ForecastGuru # WorldCup2018 # FIFA2018 # Prediction # BelgiumVsPanamapic.twitter.com/4XG6Gl7uw5";;;# # # # # # # # #;"1008680727829811200";https://twitter.com/theforecastguru/status/1008680727829811200;en
;2018-06-18 17:00;2;9;"【 # 世足 賽】 # 內馬爾 遭屠殺，被犯規10次成跛腳 # FIFA @ FIFAWorldCup # FIFA2018 # Rusia2018 # WorldCup # Neymar # 巴西 # ブラジル # Brazil @ neymarjr # Flagrantfoul # Switzerland # StephanLichtsteiner # FabianSchar # ValonBehramihttps://tw.sports.appledaily.com/realtime/20180618/1375255/ …";;@ @;# # # # # # # # # # # # # # #;"1008680726865342464";https://twitter.com/TW_nextmedia/status/1008680726865342464;en
;2018-06-18 16:59;1;8;"If you are looking to read one piece today, let this be it. More power to Lukaku. # FIFA2018 https://www.theplayerstribune.com/en-us/articles/romelu-lukaku-ive-got-some-things-to-say …";;;#;"1008680509642330112";https://twitter.com/KhotteDePuttar/status/1008680509642330112;en
;2018-06-18 16:58;0;1;"Never before in the history of # futbol # soccer have so many players had the same haircut. # WorldCup # WorldCup18 # FifaWorldCup2018 # FIFA2018 # altrighhaircut";;;# # # # # # #;"1008680473797808128";https://twitter.com/egoshow/status/1008680473797808128;en
;2018-06-18 16:58;0;1;"# betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1003567421972795394 …";;;# # # # # # # #;"1008680407431294977";https://twitter.com/JahodHod/status/1008680407431294977;en
;2018-06-18 16:57;0;0;"Oppppppppaaaaaaaaaaa! # FIFA2018";;;#;"1008680220059152386";https://twitter.com/muraie/status/1008680220059152386;fi
;2018-06-18 16:56;0;0;"Bravo Blaise. L’oracle inca fait référence à une championne en 1998 et 2018. Un grand cadeau historique à Didier la FIFA2018 en Russie. Allez le Bleus pic.twitter.com/PqMUrGhSMB";;;;"1008679874649878529";https://twitter.com/SMACITPTYEXPO/status/1008679874649878529;fr
;2018-06-18 16:56;0;0;"FIFA World Cup 2018 - Football Meme by RentSher. # Football # Fifa2018 # Fifaworldcup2018 # Fifaworldcup # Worldcup2018pic.twitter.com/HkgKZDnPUA";;;# # # # #;"1008679818773213184";https://twitter.com/RentSher_ME/status/1008679818773213184;en
;2018-06-18 16:56;0;0;"It's "Sweden vs Korea Republic", not "Kingdom of Sweden vs Republic of Korea" - rampant republicanism # fifa2018 # swe";;;# #;"1008679801769676800";https://twitter.com/gerikson/status/1008679801769676800;en
;2018-06-18 16:56;0;1;"Heja Sverige! # SWEKOR # FIFA2018 @Scandic… https://www.instagram.com/p/BkKkUCoBd5l/?utm_source=ig_twitter_share&igshid=1s81ptz7ipjbc …";;@Scandic;# #;"1008679781834117120";https://twitter.com/DonTomazzo/status/1008679781834117120;en
;2018-06-18 16:56;0;0;"@ betonchart # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1003567421972795394 …";;@;# # # # # # # #;"1008679753413320704";https://twitter.com/vunguyen180701/status/1008679753413320704;en
;2018-06-18 16:56;0;1;"Sweden vs Korea Republic Belgium vs Panama England vs Tunisia @ FIFAWorldCup # FIFAWorldCup # FIFA2018 pic.twitter.com/cEvHmt49LX";;@;# #;"1008679750527619074";https://twitter.com/SGV_STARK/status/1008679750527619074;en
;2018-06-18 16:56;0;1;"FIFA World Cup 2018 - Football Meme by RentSher. # Football # Fifa2018 # Fifaworldcup2018 # Fifaworldcup # Worldcup2018pic.twitter.com/bXIfBJQ3P3";;;# # # # #;"1008679734899666945";https://twitter.com/RentSher/status/1008679734899666945;en
;2018-06-18 16:56;0;0;"Sheeeeet ayan na nagstart na ang # FIFA2018 # KoreavsSwedenpic.twitter.com/eMcFE6Vcw8";;;# #;"1008679721092018182";https://twitter.com/wayofthebanzaii/status/1008679721092018182;en
;2018-06-18 16:55;0;0;"ヒョンス！ ヨングン！ がんばれ！！！ # fctokyo # fifa2018";;;# #;"1008679618079936513";https://twitter.com/tomozo55/status/1008679618079936513;ja
;2018-06-18 16:55;0;1;"The more we care,The more alive we feel Get a free ball for every two or more Michelin or Bf Goodrich tyres purchased Other Special offers include:15% off on Sevice Plus,35% off on batteries and 35% off on shocks # Fifa2018 # FreeBall # WorldCup # Michelin # BfGoodrichpic.twitter.com/9etI7F8acY";;;# # # # #;"1008679471313022976";https://twitter.com/kingswaytyreske/status/1008679471313022976;en
;2018-06-18 16:53;7;6;"Este viernes 22 junio finaliza la liga online de Fifa 18 ACODE 16 jugadores en un torneo presencial con eliminación directa. ABIERTA AL PÚBLICO!!! Viernes 22 a las 20:00h en el frontón de la casa de la juventud. ¡VEN A VERLA! # Algete # FIFA2018 pic.twitter.com/5w6qjAWZ9P";;;# #;"1008679131419217920";https://twitter.com/AlgeteACODE/status/1008679131419217920;es
;2018-06-18 16:51;0;0;"@ BetOnChart # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1003567421972795394 …";;@;# # # # # # # #;"1008678499236790272";https://twitter.com/Ary_G8/status/1008678499236790272;en
;2018-06-18 16:50;0;0;"Sweden vs Korea Republic Belgium vs Panama England vs Tunisia @ FIFAWorldCup # FIFAWorldCup # FIFA2018 pic.twitter.com/O81vMYCi31";;@;# #;"1008678411819053056";https://twitter.com/SGV_DarkKnight/status/1008678411819053056;en
;2018-06-18 16:49;0;0;"RT @ betonchart This is great project, I've joined # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1003567421972795394 …";;@;# # # # # # # #;"1008678091663630336";https://twitter.com/Thanhnd1990/status/1008678091663630336;en
;2018-06-18 16:48;0;0;"https://www.youtube.com/watch?v=WTJSt4wP2ME … Deep down in our souls we all know this is the ONE and ONLY OFFICIAL WORLD CUP SONG # GoneButNeverForgotten # WorldCup # WorldCup2018 # FifaWorldCup2018 # FIFAWorldCup # FIFA2018 # FifaWorldCup18";;;# # # # # # #;"1008677715602563072";https://twitter.com/BlerIslami/status/1008677715602563072;en
